reason	star	0.6861164226479447	2.6129405024533283
star	complaint	0.5663140270399601	1.7952305992516204
star	due	0.6454294478983346	1.5349475009879539
star	rating	0.7968693907969453	3.61438904266779
complaint	due	0.6094912834793146	1.9670808561782798

half	hour	0.5807777687055526	2.822040626810553
hour	minute	0.6978925166556766	0.6248160494743338

red	green	0.8408170375618698	4.16093274903586
red	blue	0.8160842168891073	4.5663978571440245
red	light	0.6021455374496771	2.802809264882666
red	led	0.8220959731600841	3.7190999967568206
green	light	0.6221060542404501	4.102092249012927
green	led	0.8347315498026091	4.612917872778917
blue	light	0.64807306425067	2.022650707333091
blue	led	0.8327163479896065	3.632088619767191
light	led	0.682846521625027	1.8685000275058323

cover	ipad	0.41349581429905136	2.4812905779285113
cover	iphone	0.3227389274881882	2.2615426156154395
cover	case	0.656609257784917	1.9240990336045947
ipad	dock	0.6492317175552418	2.19360850547673
ipad	iphone	0.7804527068245201	1.2975204809200946
ipad	case	0.6009753645757618	1.1423984557032045
dock	iphone	0.729530580885309	0.5875661820437679
accessory	iphone	0.6198197990243279	1.6861784707118777
accessory	case	0.6102796068105358	2.7350292498209234
iphone	case	0.5717542129883494	2.1754134618855008

ac	charger	0.670647111897105	3.0522701245142487
ac	power	0.43244753331573216	2.3999449384745586
trip	charger	0.370149857907608	3.3399521969660295
trip	car	0.5851858663176376	2.324721517236971
charger	car	0.5497846799402025	2.8071476664812636
charger	lighter	0.6583813306767387	2.2049722641270453
charger	power	0.400519334261485	1.6659757633943582
charger	outlet	0.6670885677764792	2.1359793926400936
car	lighter	0.44469730380575156	2.576035945517877
car	power	0.39639607433321356	1.3438922642252447
car	outlet	0.41143006943455085	2.5070430740309257
power	outlet	0.5441908157376083	2.8699485677202943

button	press	0.7291056776569684	2.8981194446869902
button	menu	0.65479926396176	2.802809264882666

deep	clear	0.4406919026133278	2.924170121886933
deep	rich	0.8683494140464854	3.5249439823158633
deep	crisp	0.7281620362690127	3.2671148730137634
clarity	rich	0.8068432371254413	2.744785424766288
clear	rich	0.546572562808015	2.083386942520923
clear	picture	0.6086778203299306	1.6977244617089386
clear	crisp	0.6961957684401016	3.697360010120415
rich	crisp	0.7667453538239277	3.930409090424028

standard	adapter	0.6048015884034259	1.381423583951505
standard	connector	0.42573461248597233	3.1200732278656114
standard	long	0.10311465875420645	0.957939970340662
cord	extension	0.6571660159999024	3.150250532874453
cord	connector	0.5495094720685504	0.4761018834479237
cord	length	0.4979007679466927	3.3733940841886625
cord	short	0.6074614574827912	2.4571033523145074
cord	plug	0.6350816813152588	2.1569987598641696
cord	long	0.38251593126138084	2.1851696368308655
extension	adapter	0.591196680147427	1.9761306916981978
extension	connector	0.7939128963948063	2.6161680469441944
extension	length	0.6679964771718189	3.2108751546908874
extension	short	0.5197658100422318	3.9040223352508328
extension	long	0.2302281950210504	1.552647078087355
adapter	connector	0.6620291844187016	2.7677179450713956
adapter	short	0.2769203275550495	1.9761306916981978
adapter	plug	0.695266359403302	2.146029728493595
adapter	male	0.5401033759202761	4.237893790171988
adapter	long	0.18196294761741427	0.3179026150946652
connector	short	0.37451875260901235	1.9230208663842492
connector	male	0.7575908436924853	3.779318856749875
daily	long	0.5350370707927373	2.0226507073330904
length	short	0.6297572768269813	3.2108751546908874
length	long	0.3530942512185087	2.2457942586473
short	long	0.74555949966232	1.552647078087355

sennheiser	mic	0.4994842894314815	1.2143694992883385
sennheiser	sound	0.29471643129747205	0.550834172775038
sennheiser	mid	0.5311652104063722	1.3235687912533305
sennheiser	ear	0.5907118646940519	0.6498396965504872
sennheiser	headset	0.6100350801843584	1.0455486297132865
sennheiser	earphone	0.7316470235039259	0.27760023607064294
sennheiser	pair	0.7423643713108369	1.6324530713557148
sennheiser	bud	0.6454872016520674	0.8680932625705051
sennheiser	bass	0.6133182956800497	0.6746548656702109
sennheiser	bose	0.7282279583373292	2.933006703687431
sennheiser	koss	0.8540531796846109	2.5022237875949767
sennheiser	earbud	0.8008795852846428	1.6600410278745439
mike	head	0.3241950749726037	1.6684788936124768
mike	ear	0.5241144675663142	0.6810922400545915
mike	microphone	0.6847613778021189	3.032467497218069
mike	headset	0.4645243940860627	2.61724621416454
mike	koss	0.29470997478207783	3.093092119034504
mic	ear	0.5857603610336256	0.20416816796428203
mic	receiver	0.14628917762631888	2.4443177900175352
mic	headset	0.7351544882169483	1.8526400696224499
mic	uncomfortable	0.28378493975928043	1.6045671352657147
mic	speaker	0.5597261424369493	0.6613689504716351
sound	mid	0.46430016615694814	0.981617088867492
sound	head	0.1625250089083382	0.1602947148835493
sound	midrange	0.43766181705669704	0.6198270442619893
sound	ear	0.26073660711701463	0.23378002201092665
sound	microphone	0.5323717368572704	0.24334947302707738
sound	receiver	0.1528309647671967	0.6021274671625884
sound	skullcandy	0.23227889075257668	0.2884699083075467
sound	uncomfortable	0.0817885026268349	0.3219926003461905
sound	earphone	0.3463513887593672	0.15879208499901423
sound	bud	0.25194321288363597	0.2384594877328855
sound	bass	0.5470523395296094	0.6736297502549657
sound	bose	0.3418595864574866	0.15493851568302425
sound	shure	0.2798272620999376	1.2439813533349833
sound	koss	0.21490714012103673	0.08083054352930247
sound	stereo	0.49337255080015474	0.33572279315809256
sound	speaker	0.5963200816235475	1.0164032049529077
sound	treble	0.46313798109555093	0.9562992808832023
sound	earbud	0.2934039094085825	0.5116134596217566
mid	earphone	0.3393904241909802	1.1938909679447978
mid	bass	0.7838023923894276	2.843708566039734
mid	earbud	0.369818130699775	1.3235687912533305
head	headband	0.6216421504532939	1.7862619292688602
head	ear	0.6746498697796748	1.03249012689248
head	microphone	0.32797568223567697	1.03249012689248
head	uncomfortable	0.6489086880287864	1.87327330625849
head	pair	0.4470643266595986	0.1280338526653277
head	earbud	0.4558114869925901	0.09678130916122347
headband	ear	0.511796390283343	0.7988752757109749
headband	canal	0.7584431899726286	3.275413675828459
headband	microphone	0.18340021241471838	2.4571033523145074
midrange	earphone	0.4103451153124096	1.8129301763510213
midrange	bass	0.8130708892190355	1.5168376253906442
midrange	shure	0.5776273286889722	4.102092249012927
midrange	earbud	0.40626626896731866	1.2494608190996088
ear	canal	0.6986028054385983	2.8093239459038593
ear	microphone	0.4820425775091359	0.04510347333459472
ear	headset	0.6474218425856553	0.03534729838923007
ear	skullcandy	0.5745181358352923	1.0065146404892193
ear	uncomfortable	0.6907399655267947	1.57903383326055
ear	earphone	0.7024453271867326	0.3660111934146961
ear	pair	0.6259608066836201	0.09615864413487876
ear	bud	0.7592083423696944	2.383620575554704
ear	bose	0.41568800508755865	0.5365110112434838
ear	shure	0.6784893672243162	0.8634137968485461
ear	koss	0.5214746822353562	0.5111932032591943
ear	speaker	0.4210570468834397	0.34815357601468966
ear	earbud	0.7354470288197484	1.2688789049567106
canal	microphone	0.3232972100417447	2.5216418734520785
canal	uncomfortable	0.8432017602410192	2.263812764149979
canal	bud	0.8766427577447613	1.6412831508039867
canal	bass	0.4252824319628161	1.4478447539036927
canal	speaker	0.2646435785896255	1.320614579355899
microphone	headset	0.6594863237584074	1.9812574474445432
microphone	earphone	0.6002087787752287	0.9256269813501187
microphone	pair	0.36662386177699013	1.2688789049567102
microphone	earbud	0.5030313264998065	1.0553048046586513
receiver	headset	0.13531901706533922	1.1768846317743737
receiver	pair	0.15394411673015174	0.4645060892865407
receiver	stereo	0.6837842815426753	3.0707735960788085
headset	uncomfortable	0.5056677420585608	0.3371339770225529
headset	pair	0.6848411046185245	0.7201262292786588
headset	bose	0.5801570987047038	1.2686921810274965
headset	shure	0.6812583154184133	1.413273409838604
headset	koss	0.5946154701224106	1.3487348887010329
headset	stereo	0.43954197059626965	1.7859486951237775
headset	earbud	0.7288843089567012	0.8632270729193321
skullcandy	earphone	0.8062298818318564	1.8870381485047432
skullcandy	bud	0.6765638978671027	2.4775311750046054
skullcandy	bass	0.48515272729004655	0.8977984169844208
skullcandy	earbud	0.8806313573912117	2.0167159718132757
uncomfortable	speaker	0.21190504848160308	0.24447514653984811
uncomfortable	earbud	0.6690637784161557	0.7974756953565516
earphone	pair	0.7875285570193761	0.8966394444768663
earphone	bose	0.6732079708242136	1.1938909679447978
earphone	shure	0.8512039626435934	1.74393730486407
earphone	earbud	0.8981793534704013	0.9707474166305882
pair	bud	0.6225246630103931	0.6116637336228284
pair	bose	0.7618561309230176	0.8439957109914442
pair	shure	0.7767115345413392	2.0871892284706615
pair	koss	0.7545436116125943	1.8891193147085679
pair	stereo	0.4058660254817845	0.6681050445277801
pair	earbud	0.7903283340645764	0.7386351953336183
bud	bass	0.4163530195515832	0.15464081584981423
bud	bose	0.5075186255545605	2.1898491025528246
bud	earbud	0.828120311277212	0.17494608201055975
bass	bose	0.47265148109925814	0.20465123642447544
bass	shure	0.552399941963389	1.4478447539036927
bass	speaker	0.4866849546388896	0.12165431685350749
bass	treble	0.8150764520821407	2.864910773690337
bass	earbud	0.47168366341782275	0.38697279321843003
bose	koss	0.74487032603592	2.032220158349241
bose	speaker	0.6600939006319364	0.07742106187668187
bose	earbud	0.6565972874796209	1.3235687912533305
shure	earbud	0.8757597267735315	1.1804679476126574
stereo	speaker	0.7513615715558352	1.6932898646410728
speaker	treble	0.41383122274337647	1.7260796874640636

mute	control	0.6308726988477349	2.837158744897303

simple	easy	0.8352503315075462	1.5118250835670997
simple	intuitive	0.6835543567718787	3.745417305074194
easy	intuitive	0.5612677825174269	2.2457942586473

newer	model	0.6023916290829051	2.607584303252803
newer	older	0.8187951364416721	4.07392137204623
period	warranty	0.7047846215961049	3.591266625246936
original	previous	0.5485291141741115	2.0565522590087717
original	model	0.2597505603554946	1.0671392623056541
original	version	0.2921924911420942	2.715797887893036
original	replacement	0.5247715653615249	3.088473173178209
previous	model	0.5639308727767126	1.7251951230543292
