reason	star	0.6861164226479447	2.5901312866495037
star	due	0.6454294478983346	1.4559280528786913
star	rating	0.7968693907969453	4.107888787329858
due	rating	0.5326294656272537	2.7469122341942573

seconds	hour	0.4135440842926872	1.3115779898375861
seconds	ready	0.7069643015472108	3.092164158467516
seconds	minute	0.727822626611248	2.755691921846303
process	hour	0.3627703403912428	0.4485317724822434
process	minute	0.6073058765484353	2.1803277769427414
half	hour	0.5807777687055526	2.7102948709560337
half	minute	0.546235176839721	1.5517191175203668
hour	ready	0.43037862886400535	1.20621747417976
hour	minute	0.6978925166556766	1.5628924181184922
ready	minute	0.7231901946562974	2.244866298080312

voice	game	0.09642627195531084	1.4704561534416012
voice	movie	0.0660392062667653	1.0251451367862372
voice	fm	0.6157186917909157	3.213576962174478
voice	sound	0.5067876598206998	1.3885390309737147
voice	recording	0.6045129792552599	3.6579719166508595
voice	wma	0.2683957717264145	2.6582995758376535
voice	video	0.202375612856321	1.1409769523113589
voice	radio	0.5172894237576176	3.1226051839687514
voice	file	0.17934628009817044	1.0568938351008175
voice	record	0.4642102379037717	3.063764683945818
voice	playback	0.3919017727597759	1.1064907762401894
voice	audio	0.4503345773334093	2.147473952071663
voice	microphone	0.6295132510145836	2.950435998638815
voice	reception	0.3556501734427526	2.8814431271518632
voice	conversion	0.04021085890571041	2.139505782422486
voice	recorder	0.5725269836191716	4.701176448422324
voice	tuner	0.45267828261764775	3.3232758794309025
voice	divx	0.021909377675710995	1.88819135414158
voice	format	0.2195001951544262	2.2172834834651702
commercial	movie	0.5375645629148541	1.8926457044909604
commercial	show	0.7521938782502202	3.0392672123454303
game	movie	0.685312779097725	1.5112781479618562
game	fm	0.17477402016333599	1.6628280460890572
game	sound	0.21560185652024533	0.8938427891376074
game	show	0.49836573585762667	1.2716052946964362
game	episode	0.5773620793901788	2.7434218292544887
game	video	0.46025871521466977	0.9717031109098797
game	radio	0.03346026608671926	1.6628280460890572
game	equalizer	0.1938496117642463	2.9845838860713765
game	record	0.4733636996773586	2.856750514561492
game	playback	0.41573513412439933	1.3049417149640277
game	recorder	0.17029665754762768	1.5323315571596887
game	tuner	0.09290351977276778	2.674428957767537
movie	sound	0.21826309926011978	0.3307487368258598
movie	show	0.6663684544757208	2.292631346834499
movie	recording	0.3966969847312678	0.009914457057178392
movie	wma	0.42894925307494614	0.6196800286780728
movie	video	0.6042317078979189	0.6962911310499131
movie	radio	0.08192705341413908	0.5243698488737479
movie	output	0.16082096525015666	0.6605020231983277
movie	file	0.38923058033525915	0.5868902058550819
movie	record	0.5700662224860241	2.0059743897979634
movie	audio	0.2812407333000774	0.6196800286780726
movie	conversion	0.423358384677043	1.4871805963827958
movie	wmv	0.49158708698667963	2.046796384318218
movie	tuner	0.15329511626793813	0.7250405443358992
movie	divx	0.5726912531046996	2.4886291365972575
movie	format	0.44879957359443023	1.2284860608042671
movie	avus	0.515078570579327	2.3344784567699994
fm	sound	0.333452264536908	0.3487672423285381
fm	recording	0.37587923069819285	2.9946776992405955
fm	wma	0.2381172244414822	1.464377107365219
fm	video	0.24093031473834325	0.5601589567253331
fm	type	0.22824030233292236	0.40658681321736434
fm	radio	0.7853849512265102	3.2786094324453323
fm	file	0.09544841793322512	0.04529292342233736
fm	record	0.44620441523802556	2.717140075860587
fm	station	0.7010658176940177	2.960486334492316
fm	playback	0.3472462968868939	1.2988626688876455
fm	audio	0.2041238978993125	1.3590165917073926
fm	microphone	0.4636147381114757	2.960486334492316
fm	reception	0.6175204455047055	3.633430807734742
fm	conversion	0.01991022888152516	0.9455833139500512
fm	wmv	0.0915783124162296	1.505199101885474
fm	recorder	0.6490174325278447	3.184480587686839
fm	tuner	0.6516983281713665	3.944643377596717
fm	divx	0.08440197000784355	0.6942688856691452
fm	format	0.10003805286917988	1.3800359589314681
fm	stereo	0.35438355596226945	1.6547308358564379
fm	avus	0.11831623943031788	1.0997339937773096
sound	recording	0.47178373830484377	1.0664555318046012
sound	wma	0.27447368898752167	1.3885390309737147
sound	video	0.2370557174951301	0.6143740085820264
sound	radio	0.2658202495829084	0.4822986349530608
sound	output	0.35956768806851747	2.1225082060539147
sound	equalizer	0.5547795042642883	2.4972016554953256
sound	record	0.2931329238823992	1.6762211034254955
sound	station	0.13536405915998428	1.2752103456667114
sound	audio	0.5295296177988614	0.9830739228655501
sound	microphone	0.5323717368572704	0.8697452375585468
sound	reception	0.21626734218019272	0.8007523660715953
sound	conversion	0.09308681619885051	1.5628924181184922
sound	wmv	0.1661063097924591	1.023895917385805
sound	recorder	0.3426688021694172	1.450414434691802
sound	tuner	0.32632209392307876	0.8007523660715955
sound	divx	0.09533928294786465	0.9061128817294217
sound	bass	0.5470523395296094	2.3048297628478696
sound	bose	0.3418595864574866	2.5279733141620793
