beep	annoying	0.6416683426482358	2.2704453113737375

reason	setting	0.02226756430661314	0.5499811457461338
reason	fact	0.573362160771341	1.4920243737227035
reason	audio	0.10228680952722469	2.9227704974134276
reason	kitchen	0.0660771789516853	3.018080677217753
reason	star	0.6861164226479447	2.2296233168534827
reason	reviewer	0.39141577919342363	2.9227704974134276
reason	white	0.01959907035619468	1.7371468317556884
reason	volume	0.0762877321941473	1.4920243737227035
reason	digital	0.0697199545441779	0.9768603483581147
reason	previous	0.44464428068218975	2.2761433324883757
reason	purchase	0.3279057600580937	1.7653177087223848
reason	price	0.11722722363453819	0.7356982915412266
reason	feature	0.1649504842042675	0.22079934238760007
reason	low	0.04962599728224504	1.6571041240821522
reason	noise	0.028414176089615495	1.057985893170483
reason	place	0.3439740423350479	2.6126155691095883
reason	loud	0.037988797580250866	0.2330694349794144
reason	darth	0.20077875352017294	2.142611939863853
reason	cheap	0.018687820236488295	0.9899324299254674
reason	minor	0.37494277439590906	3.3747556211564853
reason	sound	0.042234707155653584	0.8015982832771189
reason	main	0.4887069157289512	3.662437693608266
reason	radio	0.3007620667152535	1.0233803639930075
reason	difficult	0.23272474008250543	1.709747857567574
reason	part	0.29093689902863884	1.7943052455956372
half	hand	0.24118547628078624	1.8157091542587909
half	face	0.2093741914264292	1.8314575112269298
half	couple	0.5879507818384463	2.3636743249742382
half	tall	0.09665046074061212	3.777367660282243
half	button	0.05068750277138767	2.011876117874799
half	large	0.107320208945899	1.5319409811281461
half	tone	0.027708592412823307	2.9300697998950396
half	top	0.24818599519212925	2.9300697998950396
half	dark	0.14914774411502874	2.3025199018209075
half	loud	0.16234879293164228	0.8869959023860783
half	located	0.021366938654787226	4.182832768390408
half	hour	0.5807777687055526	2.5958677118083657
half	cost	0.20174688361763304	3.409642880156926
half	minute	0.546235176839721	1.6841327964700714
led	soft	0.1429466711130969	1.9941919347455797
led	eye	0.4622732829902403	2.3657554911780627
led	plastic	0.1583395513509821	2.3657554911780627
led	size	0.010754865173704053	1.9770975013862797
led	yellow	0.6985608632861554	4.108724796236686
led	sun	0.5887171962559814	3.4155776156767406
led	blue	0.8327163479896065	1.80613970324264
led	inch	0.1983026120241803	2.963592491933683
led	bed	0.2854660041492454	1.0439996511957432
led	dim	0.6929553702162972	1.9602903830698983
led	red	0.8220959731600841	3.1101959661255587
led	pro	0.16558497341489753	2.142611939863853
led	color	0.41164192309925385	2.6099524516901047
led	impossible	0.32589618035194934	2.796538407270517
led	dimmer	0.5908005225872266	2.796538407270517
led	button	0.17201133060999596	0.4824809131142345
led	green	0.8347315498026091	2.103391226710572
led	bedroom	0.2602046190066192	2.0292832545568498
led	model	0.14327913336439835	2.6534375636298435
led	large	0.08448946021808701	1.6119836888016827
led	light	0.682846521625027	1.256093366323368
led	larger	0.12133893769928505	2.722430435116795
led	pink	0.6367445920404924	2.3657554911780627
led	bright	0.6898561268119381	1.497255423140256
led	low	0.25328102141348996	1.6979261186024073
led	dark	0.7179485656350947	1.6894154289344987
led	table	0.198760931159363	2.3657554911780627
led	side	0.20593221814828988	2.835759120423798
led	bigger	0.04318202693245066	2.471116006835889
led	display	0.40774045092446	1.8109129819952976
