reason	star	0.6861164226479447	2.154385449269348
star	due	0.6454294478983346	1.1182935175825723
star	rating	0.7968693907969453	3.117196196778396
due	rating	0.5326294656272537	2.263425821885575

friendly	user	0.5731214201973135	4.935272974323825
interface	user	0.6356792862446836	4.935272974323825

spring	inside	0.8390102875165498	2.1710525017545597
paint	inside	0.8402859198194824	3.5222555430631806

mode	auto	0.6199989137163995	2.599898058506788
mode	setting	0.610337200280069	0.8193118898768581
auto	setting	0.5451492953829147	1.5452488932597943

quick	keypad	0.14686886053808457	1.8667033768175672
quick	seconds	0.42518546643237365	2.154385449269348
quick	function	0.38968516821182553	1.3468279175316586
quick	press	0.17975373014860585	1.91322339245246
quick	easy	0.5513694332079855	1.1204463709436734
quick	sensor	0.06377964867900743	0.1786223370643537
quick	option	0.3104115622242448	1.3201596704494971
quick	knob	0.1787671119938815	2.3927964727143465
quick	leftovers	0.1868019095486635	1.7796919998279375
quick	button	0.18129603156439655	1.837901385913861
quick	timer	0.37980241671073456	1.8667033768175672
quick	ready	0.4408168319811272	2.7605212528396637
quick	cooking	0.18686142536685058	0.9504126449434119
quick	dial	0.21775045299744467	1.616652372583433
quick	process	0.6696300331866879	2.249695629073673
quick	cook	0.2942251147683368	1.100531061242732
quick	start	0.5191767245024114	2.0133068510094425
quick	control	0.14683596806674515	0.3426253133346237
quick	dinner	0.20528946623426747	1.086544819267992
quick	intuitive	0.412557401736399	1.8222516142467333
quick	food	0.1929037248011548	0.22154738178138755
quick	minute	0.5497874951190544	2.3674786647300565
quick	meal	0.3682382546315628	3.0606258452900015
cuisinart	convection	0.8289278312761991	2.964283140871488
cuisinart	oven	0.7559420011647964	1.6053196734685684
cuisinart	food	0.5811518312804433	0.36815085597326297
popcorn	keypad	0.5908913152789014	0.052471051737453575
popcorn	function	0.42512250100005167	1.3243550616796
popcorn	press	0.5943909201454859	1.4852854284922372
popcorn	burnt	0.7788537274999087	3.5001884490345017
popcorn	frozen	0.7864616770027044	2.109439737565231
popcorn	unpopped	0.8502830167292431	3.2305248820853993
popcorn	sensor	0.40726375021946803	1.2547617698804048
popcorn	option	0.2646615640562038	0.19907452592932903
popcorn	soup	0.7436411902595859	2.2272227732216145
popcorn	leftovers	0.7418929245585835	0.6586068553077691
popcorn	button	0.29808283785759937	1.1688013651367501
popcorn	timer	0.658930446239172	1.6619089641715539
popcorn	feature	0.10309863102480721	0.4119328065833654
popcorn	potato	0.7985214675097086	2.078802768103341
popcorn	cooking	0.7154390439430064	0.7456182322973989
popcorn	cook	0.7634871860202435	0.672593097282509
popcorn	control	0.17939780343272116	0.3201524574825652
popcorn	reheat	0.7260366904194963	1.6394361083194955
popcorn	menu	0.29841948440636523	2.332583288879441
popcorn	dinner	0.6707882316533488	1.3517540358677145
popcorn	food	0.6771113640497686	0.7099001496953196
popcorn	minute	0.2902805284445751	0.3709247828559883
popcorn	meal	0.6662438022142265	1.5340755926616692
simple	easy	0.8352503315075462	0.4918377115212994
simple	option	0.4668082702769272	1.6078417429012781
simple	button	0.24257723672089404	0.17967330931032863
simple	panel	0.21753711125299602	1.374226891719773
simple	dial	0.19395002648204784	0.5180400839153233
simple	start	0.38491505549572413	1.2023766347931137
simple	control	0.38708477151536225	1.7289196744545143
simple	intuitive	0.6835543567718787	3.208545975366624
simple	minute	0.37216926932449224	0.17025408739383702
simple	meal	0.1770076917857959	2.249695629073673
keypad	seconds	0.26515980677166584	0.7680910881494574
keypad	function	0.3555152992661508	0.6536807369717132
keypad	easy	0.1003033367575572	0.8973028196294638
keypad	sensor	0.4373647887824189	0.1786223370643537
keypad	option	0.08530587563969316	1.3201596704494971
keypad	knob	0.6747965930103421	2.3927964727143465
keypad	turntable	0.5365347115597576	0.7236393255786235
keypad	interior	0.6046895605655909	0.6536807369717132
keypad	button	0.4841873285966165	0.8082819687327026
keypad	timer	0.5030900176727284	1.1735561962576218
keypad	feature	0.007923821644925888	0.28025498260816545
keypad	steam	0.4878096994416259	2.249695629073673
keypad	dial	0.6867756037274029	2.0221174806915974
keypad	cook	0.6433096652470194	1.3882131336945127
keypad	start	0.5629299701347805	0.9146945623413328
keypad	control	0.3383796433403906	0.3426253133346237
convection	function	0.18039067899953865	1.1991919187255937
convection	turntable	0.7062132725148259	0.5760033267725589
convection	interior	0.7128794213335129	0.5060447381656485
convection	timer	0.5308824797712333	1.0259201974515573
convection	cooking	0.7332196918313837	1.0259201974515573
convection	oven	0.7470874047216451	1.9616677666117777
convection	food	0.7662047859814948	0.7670585635352682
convection	minute	0.03888831829778916	1.5266954853640464
seconds	press	0.6104910267328522	1.5077582843442956
seconds	burnt	0.4376085013850941	2.606370573012405
seconds	frozen	0.43263603696723696	0.7456182322973989
seconds	easy	0.23299724395661003	0.4918377115212994
seconds	sensor	0.34520871918429274	0.4663044095161345
seconds	soup	0.4608787205768865	2.249695629073673
seconds	knob	0.2754425112470733	0.8887190759380722
seconds	button	0.47379665490608924	1.2782855979784382
seconds	timer	0.5974783593860588	1.4612382687094028
seconds	cooking	0.49137847389465283	1.3558777530515764
seconds	dial	0.2854014327762384	1.4343308157894783
seconds	cook	0.48689590825105766	0.6950659531345675
seconds	start	0.7047411979581957	1.6078417429012781
seconds	inverter	0.04141363250839847	0.12146392322440493
seconds	reheat	0.49043961227200383	0.409145995676186
seconds	dinner	0.3799010493288204	0.6810797111598277
seconds	food	0.38657727287888843	0.9146945623413328
seconds	minute	0.727822626611248	2.1161642364491504
seconds	front	0.1922407051226811	1.0113213980304046
function	easy	0.3000956363040397	0.7828924684517196
function	unpopped	0.2835991448189191	2.733122278651549
function	sensor	0.41383345074353173	1.6046570268337583
function	option	0.6587809175795529	0.8002842111635886
function	knob	0.38530299394547907	0.08116154420038275
function	cycle	0.3341831267814238	1.5474986129938098
function	leftovers	0.37128605458945274	2.3584288292101387
function	interior	0.027573439672917477	1.2324175663539145
function	button	0.5501469130018051	0.6248787460680073
function	timer	0.6209326491966687	2.039975098091604
function	feature	0.6537492570902326	1.013142491817625
function	cooking	0.43071418687644036	0.4305371856575035
function	panel	0.2316017667419421	0.5666693599820836
function	oven	0.10146415075199988	0.3998442392580973
function	cook	0.5230494166949441	0.17519049384865892
function	inverter	0.06809466960482491	1.3933479331665515
function	control	0.4797905672408911	0.5158970346086604
function	reheat	0.5775662092428452	2.086495113726497
function	menu	0.5947489947898891	2.240645793553755
