Alarm Clock	-1641.1315872031587
Amplifier	-1495.9026555598323
Battery	-1372.713541548492
Blu Ray Player	-1507.0472166052386
Cable Modem	-1439.2821842291457
Camcorder	-1589.9781027873116
Camera	-1572.687124954652
Car Stereo	-1583.1341600887151
CDPlayer	-1619.4009774670312
CellPhone	-1512.7782779179827
Computer	-1556.4743393539313
DVDPlayer	-1646.8655392108544
Fan	-1608.2762213504614
GPS	-1680.4014549877752
Graphics Card	-1471.2541314479938
HardDrive	-1617.4937967252922
Headphone	-1603.459379610341
Home Theater System	-1364.4424542903498
Iron	-1508.3159704074208
Keyboard	-1499.5980240756746
Kindle	-1550.6882053938102
Lamp	-1371.0697994753684
Laptop	-1575.6634844594116
Media Player	-1390.300363765416
Memory Card	-1394.0445805411596
Microphone	-1699.6561064765024
Microwave	-1594.9711058614064
Monitor	-1670.1080526206256
Mouse	-1647.5124884029694
MP3 Player	-1684.549641310926
Network Adapter	-1547.5836810934734
Printer	-1351.0527678835674
Projector	-1603.4781368171584
Radar Detector	-1499.0999826309305
Remote Control	-1548.3352536775435
Rice Cooker	-1578.120590332351
Scanner	-1558.63327846554
Speaker	-1556.255331881249
Subwoofer	-1580.043874075988
Tablet	-1576.0921616848007
Telephone	-1664.712290621373
TV	-1657.0877391085405
Vacuum	-1590.9618787370214
Video Player	-1589.0371591305009
Video Recorder	-1593.8377564544248
Voice Recorder	-1599.0307096005893
Watch	-1554.6938153534225
Webcam	-1531.761067522183
Wireless Router	-1606.3466945489592
Xbox	-1355.8359287884632
average : -1552.2240213307464
